society,dataset_file,max_dataset_size,fuzzy_sets_file,ling_vars_file,rules_file_id,interpretability_index,min_nr_datapoints,min_certainty_threshold,genetic_algo,ga_nr_gen,pop_size,trial,STEP/DATAPOINT,use_correct_interpretation,social_interpretation,certainty_interpretation,contextualize,FSQ_position_qualifier_DIST_low_distance_a,FSQ_position_qualifier_DIST_low_distance_b,FSQ_position_qualifier_DIST_low_distance_c,FSQ_position_qualifier_DIST_low_distance_d,FSQ_position_qualifier_DIST_mid_distance_a,FSQ_position_qualifier_DIST_mid_distance_b,FSQ_position_qualifier_DIST_mid_distance_c,FSQ_position_qualifier_DIST_mid_distance_d,FSQ_position_qualifier_DIST_high_distance_a,FSQ_position_qualifier_DIST_high_distance_b,FSQ_position_qualifier_DIST_high_distance_c,FSQ_position_qualifier_DIST_high_distance_d,FSQ_position_qualifier_VOLUME_low_volume_a,FSQ_position_qualifier_VOLUME_low_volume_b,FSQ_position_qualifier_VOLUME_low_volume_c,FSQ_position_qualifier_VOLUME_low_volume_d,FSQ_position_qualifier_VOLUME_mid_volume_a,FSQ_position_qualifier_VOLUME_mid_volume_b,FSQ_position_qualifier_VOLUME_mid_volume_c,FSQ_position_qualifier_VOLUME_mid_volume_d,FSQ_position_qualifier_VOLUME_high_volume_a,FSQ_position_qualifier_VOLUME_high_volume_b,FSQ_position_qualifier_VOLUME_high_volume_c,FSQ_position_qualifier_VOLUME_high_volume_d,FSQ_position_qualifier_MOVEMENTS_low_mov_a,FSQ_position_qualifier_MOVEMENTS_low_mov_b,FSQ_position_qualifier_MOVEMENTS_low_mov_c,FSQ_position_qualifier_MOVEMENTS_low_mov_d,FSQ_position_qualifier_MOVEMENTS_mid_mov_a,FSQ_position_qualifier_MOVEMENTS_mid_mov_b,FSQ_position_qualifier_MOVEMENTS_mid_mov_c,FSQ_position_qualifier_MOVEMENTS_mid_mov_d,FSQ_position_qualifier_MOVEMENTS_high_mov_a,FSQ_position_qualifier_MOVEMENTS_high_mov_b,FSQ_position_qualifier_MOVEMENTS_high_mov_c,FSQ_position_qualifier_MOVEMENTS_high_mov_d
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,535,True,SOCIALITY,"{'SOCIALITY': 0.2295419545011432, 'DUTY': -0.016666633233099516, 'POSITIVITY': 0.14284921596547598, 'MATING': 0.03864510546434081, 'ADVERSITY': 0.029539743229907073, 'INTELLECT': 0.1500000184594722, 'DECEPTION': 0.024999949849649223, 'NEGATIVITY': -0.033333266466199066}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,536,True,DUTY,"{'SOCIALITY': 0.04317275514710106, 'DUTY': 0.19999959879719395, 'POSITIVITY': -0.01666663323309945, 'MATING': 0.09999979939859698, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.050000270488748104, 'DECEPTION': 0.09999979939859716, 'NEGATIVITY': 0.09999979939859716}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,537,True,INTELLECT,"{'SOCIALITY': 0.11666643263169668, 'DUTY': 0.1166664326316967, 'POSITIVITY': 0.016666633233099543, 'MATING': 0.07046069143936587, 'ADVERSITY': 0.09999979939859702, 'INTELLECT': 0.1204599153406804, 'DECEPTION': 0.17499964894754477, 'NEGATIVITY': 0.08333316616549766}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,538,True,ADVERSITY,"{'SOCIALITY': 0.01832472202842576, 'DUTY': 0.04286638366770318, 'POSITIVITY': 0.02500054952559271, 'MATING': 0.024999944628390548, 'ADVERSITY': 0.050000270488748104, 'INTELLECT': 0.007134271843859845, 'DECEPTION': 0.02500054952559271, 'NEGATIVITY': 0.024999949849649223}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,539,True,MATING,"{'SOCIALITY': 0.1499996990978957, 'DUTY': 0.049999899699298536, 'POSITIVITY': 0.09999979939859713, 'MATING': 0.23333286526339328, 'ADVERSITY': 0.0499998996992985, 'INTELLECT': 0.011355708807752395, 'DECEPTION': 0.029539743229907073, 'NEGATIVITY': -0.024999949849649265}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,540,True,POSITIVITY,"{'SOCIALITY': 0.12976382710974363, 'DUTY': -0.07795521207463484, 'POSITIVITY': 0.12500090295686422, 'MATING': 0.13891869189088976, 'ADVERSITY': -1.3623114842516109e-17, 'INTELLECT': 0.09286605721026794, 'DECEPTION': -1.3623114842516109e-17, 'NEGATIVITY': -0.08381550441636279}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,541,True,NEGATIVITY,"{'SOCIALITY': -0.4301928284170457, 'DUTY': 0.07046069143936587, 'POSITIVITY': -0.06666653293239805, 'MATING': -0.049999899699298515, 'ADVERSITY': -0.04999989969929848, 'INTELLECT': -0.04999989969929854, 'DECEPTION': -0.006828325614402262, 'NEGATIVITY': 0.07499981770380812}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,542,True,DECEPTION,"{'SOCIALITY': 0.12499972582277113, 'DUTY': 2.1346655835951075e-17, 'POSITIVITY': 0.14265706540384654, 'MATING': 0.02206349276492281, 'ADVERSITY': 0.0750010329591391, 'INTELLECT': 0.1000022354163963, 'DECEPTION': 0.10000014286484556, 'NEGATIVITY': -0.025001086025722673}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,543,True,SOCIALITY,"{'SOCIALITY': 0.2071377338513571, 'DUTY': -0.099999799398597, 'POSITIVITY': 0.17499961802839226, 'MATING': 0.020460805980389667, 'ADVERSITY': 0.01834179134989362, 'INTELLECT': 0.12499969904619992, 'DECEPTION': 0.01834179134989362, 'NEGATIVITY': -0.15000001845947228}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,544,True,DUTY,"{'SOCIALITY': -0.050000270488748125, 'DUTY': 0.1499996990978955, 'POSITIVITY': -0.1068084423864449, 'MATING': 0.0499998996992985, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': -0.02499994984964927, 'DECEPTION': 0.16135816023582597, 'NEGATIVITY': 0.21135898024890587}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,545,True,INTELLECT,"{'SOCIALITY': 0.08501438137797893, 'DUTY': 0.1166664326316967, 'POSITIVITY': -0.03832224541524761, 'MATING': 0.07046069143936587, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.1204599153406804, 'DECEPTION': 0.17954139951895307, 'NEGATIVITY': 0.11499203087308879}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,546,True,ADVERSITY,"{'SOCIALITY': -0.011355708807752421, 'DUTY': 0.10682929040726823, 'POSITIVITY': -0.025012360036556856, 'MATING': 3.5988168232043795e-18, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.050000270488748104, 'DECEPTION': 0.1386439497628351, 'NEGATIVITY': 0.08333316616549764}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,547,True,MATING,"{'SOCIALITY': 0.2295419545011432, 'DUTY': -0.016666633233099516, 'POSITIVITY': 0.09999979939859693, 'MATING': 0.32499934804544034, 'ADVERSITY': 0.050000270488748104, 'INTELLECT': 0.10000014286484556, 'DECEPTION': 0.024999949849649223, 'NEGATIVITY': -0.033333266466199066}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,548,True,POSITIVITY,"{'SOCIALITY': 0.1549938745688977, 'DUTY': -0.04999989969929852, 'POSITIVITY': 0.12500090295686422, 'MATING': 0.1624996740227202, 'ADVERSITY': 0.02500054952559271, 'INTELLECT': 0.042846830383052315, 'DECEPTION': 0.029539743229907073, 'NEGATIVITY': -0.04284683038305239}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,549,True,NEGATIVITY,"{'SOCIALITY': -0.4000308793526619, 'DUTY': 0.1183425684083066, 'POSITIVITY': -0.11665471198718441, 'MATING': -0.049999899699298515, 'ADVERSITY': -0.025012360036556856, 'INTELLECT': -0.03890285788964718, 'DECEPTION': 0.08332681297468718, 'NEGATIVITY': 0.17500416854457548}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,550,True,DECEPTION,"{'SOCIALITY': 0.08612053202687367, 'DUTY': 0.061844930590869554, 'POSITIVITY': 0.005956217357823867, 'MATING': 0.027938713807428024, 'ADVERSITY': 0.0750010329591391, 'INTELLECT': 0.0750010329591391, 'DECEPTION': 0.15000210489927046, 'NEGATIVITY': 0.11388509886665993}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,551,True,SOCIALITY,"{'SOCIALITY': 0.18864291009178424, 'DUTY': 0.049999899699298536, 'POSITIVITY': 0.12794215888088525, 'MATING': 0.1444686027247316, 'ADVERSITY': 0.050000270488748104, 'INTELLECT': 0.09286605721026794, 'DECEPTION': 0.029539743229907073, 'NEGATIVITY': -0.04317275514710109}",True,0.2681484943975998,0.3998371360699454,0.5068129041832581,0.6314883603297532,0.49945269710580187,0.7618381182284781,0.9817312074185511,1.2225953489897161,2.197173635607938,2.327980578742977,2.5795122230234626,2.6597781386289023,7.363439671959469,7.363439671959469,45.01767736261363,45.01767736261363,38.65685802682526,66.9179433695603,69.6405647432819,70.79741476245275,49.66824027724488,85.45422798334582,89.77797064713803,93.67691637816576,-0.046183846475690626,0.2456532066353436,0.3458385178441018,0.48200754567162873,0.3644837885942707,0.5132287706868179,0.6249992552947711,0.6847215222692202,0.4739056949610765,0.670711522082305,0.8131262686869574,0.8344214883749511
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,552,True,DUTY,"{'SOCIALITY': -0.03333326646619896, 'DUTY': 0.5269220199079917, 'POSITIVITY': -0.11666643263169654, 'MATING': 0.016666633233099505, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.011355708807752395, 'DECEPTION': 0.10000014286484556, 'NEGATIVITY': 0.24999949849649267}",True,0.3286115162260285,0.4214894884758135,0.5090283710144039,0.5710253385013244,0.3500882630672871,0.8097420076640909,1.035178276387156,1.329730402895546,2.2741551859047306,2.361755159657552,2.5428830118038537,2.58279658833211,-5.71769170244294,50.05233824793595,54.211089716098705,57.3725338155306,38.65685802682526,70.35842455686388,70.65912658483313,70.79741476245275,49.66824027724488,92.72701994571135,93.20455905561788,93.67691637816576,-0.0812023414815399,0.20850663315083712,0.34253056300901075,0.4193066267566212,0.31586365398576455,0.4775143583753997,0.6254136877129112,0.7333416568777265,0.4191703388144871,0.633051843484925,0.8210017647269923,0.858323279844647
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,553,True,INTELLECT,"{'SOCIALITY': 0.034092623769685686, 'DUTY': 0.08890375552291176, 'POSITIVITY': -0.036360228751453894, 'MATING': -0.009990128845118188, 'ADVERSITY': 0.02500054952559271, 'INTELLECT': 0.1204599153406804, 'DECEPTION': 0.09443928745378051, 'NEGATIVITY': 0.07500440646958474}",True,0.3530316701992616,0.40830806761080646,0.514170391037236,0.5466051845280913,0.4487749289872923,0.7218084826593976,1.0769436610709013,1.2310437369755407,1.5802378519743052,2.189685213764495,2.7969933093257806,3.316056043190015,10.0924931786246,10.579934127611502,53.20339016596061,57.491671699136,38.65685802682526,39.04356227072236,67.66754157356789,70.79741476245275,49.66824027724488,50.19348286483274,89.39432879908135,93.67691637816576,-0.045852249750501645,0.20068541463681291,0.3384482963047453,0.41246393222708044,0.2957665259877511,0.46670027356852717,0.6187256456632819,0.7534387848757399,0.3980297929523111,0.6269159485859576,0.820109229718424,0.858323279844647
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,554,True,ADVERSITY,"{'SOCIALITY': 0.024999949849649223, 'DUTY': 0.02499993865993912, 'POSITIVITY': 0.07499981770380812, 'MATING': -0.07499981770380817, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.0499998996992985, 'DECEPTION': 0.050000270488748104, 'NEGATIVITY': -0.0295397432299071}",True,0.34826500456114273,0.42545938660623495,0.5099451107025019,0.5513718501662102,0.4295118915839648,0.7837884954843951,1.0672118299533804,1.2503067743788683,1.3910835368632721,2.3114000755567696,2.79607547793142,3.2023876252938477,10.0924931786246,48.55023854415811,53.25781918445481,57.491671699136,38.65685802682526,64.78735175543744,67.94874933645698,70.79741476245275,51.1791373011315,91.02581706458258,95.24652351079664,100.193830048368,-0.045852249750501645,0.22086644505872902,0.3428418742743553,0.41246393222708044,0.2957665259877511,0.4911828815996653,0.6257863378312244,0.7534387848757399,0.473670965163702,0.6529755583365421,0.8240291331630988,0.858323279844647
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,555,True,MATING,"{'SOCIALITY': 0.16832782246750067, 'DUTY': 0.016186661144683975, 'POSITIVITY': 0.09999979939859713, 'MATING': 0.23749952357166806, 'ADVERSITY': 0.02500054952559271, 'INTELLECT': 0.025006192556233108, 'DECEPTION': 0.029539743229907073, 'NEGATIVITY': -0.04284683038305239}",True,0.2024632967944024,0.41471694385333974,0.5002447473682604,0.6625474090001636,0.5308822958648035,0.7828331817142039,1.01861148890561,1.1489363700980295,1.6147845266824592,2.2692860224991267,2.689450041469481,2.9786866354746606,-3.988271459165933,-3.203604552885949,54.0437836515833,60.36366108348892,29.354011736897967,29.85727633831673,75.55010511654137,80.10026105238003,36.99219722021776,37.7596309938497,100.193830048368,100.193830048368,-0.0812023414815399,0.21778109251421723,0.3422367001101585,0.4023996681847408,0.28343421063425744,0.4854894009899308,0.6228298066563719,0.7657711002292336,0.46330622586833287,0.6509405447149929,0.8254722247705168,0.858323279844647
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,556,True,POSITIVITY,"{'SOCIALITY': 0.0931980039161942, 'DUTY': -0.03864510546434081, 'POSITIVITY': 0.15682798418498975, 'MATING': 0.02500054952559271, 'ADVERSITY': 0.10000014286484556, 'INTELLECT': 0.024999944628390548, 'DECEPTION': 0.0750010329591391, 'NEGATIVITY': -2.0648068330381983e-17}",True,0.2790073376806249,0.414699092402187,0.47503716359573916,0.586003368113941,0.2421679334041299,0.7508921081874096,0.9195412952042291,1.2652937763645737,1.841696467370178,2.2601131007983444,2.5487079734001523,2.751774694786942,-3.988271459165933,48.33970471467439,54.66243687830835,60.36366108348892,34.7841070873164,72.59012215553281,77.09255440626553,81.7864949457749,36.99219722021776,93.298236540018,100.193830048368,100.193830048368,-0.0812023414815399,0.23798329109212896,0.37520926463888815,0.43906182911225444,0.3220568786082806,0.4939020007941102,0.645334879062416,0.858323279844647,0.43335974402474897,0.6603129374383421,0.8527532796053898,0.858323279844647
