society,dataset_file,max_dataset_size,fuzzy_sets_file,ling_vars_file,rules_file_id,interpretability_index,min_nr_datapoints,min_certainty_threshold,genetic_algo,ga_nr_gen,pop_size,trial,STEP/DATAPOINT,use_correct_interpretation,social_interpretation,certainty_interpretation,contextualize,FSQ_position_qualifier_DIST_low_distance_a,FSQ_position_qualifier_DIST_low_distance_b,FSQ_position_qualifier_DIST_low_distance_c,FSQ_position_qualifier_DIST_low_distance_d,FSQ_position_qualifier_DIST_mid_distance_a,FSQ_position_qualifier_DIST_mid_distance_b,FSQ_position_qualifier_DIST_mid_distance_c,FSQ_position_qualifier_DIST_mid_distance_d,FSQ_position_qualifier_DIST_high_distance_a,FSQ_position_qualifier_DIST_high_distance_b,FSQ_position_qualifier_DIST_high_distance_c,FSQ_position_qualifier_DIST_high_distance_d,FSQ_position_qualifier_VOLUME_low_volume_a,FSQ_position_qualifier_VOLUME_low_volume_b,FSQ_position_qualifier_VOLUME_low_volume_c,FSQ_position_qualifier_VOLUME_low_volume_d,FSQ_position_qualifier_VOLUME_mid_volume_a,FSQ_position_qualifier_VOLUME_mid_volume_b,FSQ_position_qualifier_VOLUME_mid_volume_c,FSQ_position_qualifier_VOLUME_mid_volume_d,FSQ_position_qualifier_VOLUME_high_volume_a,FSQ_position_qualifier_VOLUME_high_volume_b,FSQ_position_qualifier_VOLUME_high_volume_c,FSQ_position_qualifier_VOLUME_high_volume_d,FSQ_position_qualifier_MOVEMENTS_low_mov_a,FSQ_position_qualifier_MOVEMENTS_low_mov_b,FSQ_position_qualifier_MOVEMENTS_low_mov_c,FSQ_position_qualifier_MOVEMENTS_low_mov_d,FSQ_position_qualifier_MOVEMENTS_mid_mov_a,FSQ_position_qualifier_MOVEMENTS_mid_mov_b,FSQ_position_qualifier_MOVEMENTS_mid_mov_c,FSQ_position_qualifier_MOVEMENTS_mid_mov_d,FSQ_position_qualifier_MOVEMENTS_high_mov_a,FSQ_position_qualifier_MOVEMENTS_high_mov_b,FSQ_position_qualifier_MOVEMENTS_high_mov_c,FSQ_position_qualifier_MOVEMENTS_high_mov_d
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,119,True,SOCIALITY,"{'SOCIALITY': 0.2000019784056026, 'DUTY': -0.05454020076238734, 'POSITIVITY': 0.10000233772124426, 'MATING': 0.1636586953555598, 'ADVERSITY': -1.3623114842516109e-17, 'INTELLECT': 0.1000022354163963, 'DECEPTION': -2.0648068330381983e-17, 'NEGATIVITY': -0.07204832526720953}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,120,True,DUTY,"{'SOCIALITY': 0.0795402938832718, 'DUTY': 0.09999979939859698, 'POSITIVITY': 0.0750010329591391, 'MATING': 0.07046069143936587, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.007134271843859845, 'DECEPTION': 0.02500054952559271, 'NEGATIVITY': -0.011355708807752421}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,121,True,INTELLECT,"{'SOCIALITY': 0.08501438137797893, 'DUTY': 0.09999979939859704, 'POSITIVITY': 0.016666633233099543, 'MATING': 0.024999944628390548, 'ADVERSITY': 0.0499998996992985, 'INTELLECT': 0.1204599153406804, 'DECEPTION': 0.1386439497628351, 'NEGATIVITY': 0.07499983468942574}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,122,True,ADVERSITY,"{'SOCIALITY': -0.011355708807752421, 'DUTY': 0.12499974924824625, 'POSITIVITY': -0.04999989969929848, 'MATING': -0.0295397432299071, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.02499993865993912, 'DECEPTION': 0.11666643263169668, 'NEGATIVITY': 0.09999979939859716}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,123,True,MATING,"{'SOCIALITY': 0.13056263610774976, 'DUTY': 0.049999899699298536, 'POSITIVITY': 0.06999985957901794, 'MATING': 0.2143064733748398, 'ADVERSITY': 0.0750010329591391, 'INTELLECT': 0.042846830383052315, 'DECEPTION': 0.08381550441636285, 'NEGATIVITY': 0.022239406849994862}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,124,True,POSITIVITY,"{'SOCIALITY': 0.11711642445885467, 'DUTY': -0.08890375552291178, 'POSITIVITY': 0.17794242803910887, 'MATING': 0.1000286653862035, 'ADVERSITY': 0.033814461935806714, 'INTELLECT': 0.05999156519530491, 'DECEPTION': 0.025001197502020508, 'NEGATIVITY': -0.05499688224052601}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,125,True,NEGATIVITY,"{'SOCIALITY': -0.4000308793526619, 'DUTY': 0.1183425684083066, 'POSITIVITY': -0.11665471198718441, 'MATING': -0.049999899699298515, 'ADVERSITY': -0.025012360036556856, 'INTELLECT': -0.03890285788964718, 'DECEPTION': 0.08332681297468718, 'NEGATIVITY': 0.17500416854457548}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,126,True,DECEPTION,"{'SOCIALITY': 0.1000077867862366, 'DUTY': 0.033333266466199066, 'POSITIVITY': 0.04343345260759419, 'MATING': 0.057135133965701274, 'ADVERSITY': 0.10000014286484556, 'INTELLECT': 0.07046069143936587, 'DECEPTION': 0.17500077666851252, 'NEGATIVITY': 0.08889363611353245}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,127,True,SOCIALITY,"{'SOCIALITY': 0.21135898024890587, 'DUTY': -0.0750010329591391, 'POSITIVITY': 0.2071377338513571, 'MATING': 0.06249987462412319, 'ADVERSITY': 0.10000014286484556, 'INTELLECT': 0.11135734165789855, 'DECEPTION': 0.0750010329591391, 'NEGATIVITY': -0.1000001428648457}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,128,True,DUTY,"{'SOCIALITY': -0.03833460516837851, 'DUTY': 0.48999901705312526, 'POSITIVITY': -0.1499996990978955, 'MATING': 0.016666633233099505, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.011355708807752395, 'DECEPTION': 0.12500090295686422, 'NEGATIVITY': 0.24999949849649297}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,129,True,INTELLECT,"{'SOCIALITY': 0.014480084621176842, 'DUTY': 0.07144397277950533, 'POSITIVITY': -0.04078081304743024, 'MATING': -0.04286638366770317, 'ADVERSITY': 0.029539743229907073, 'INTELLECT': 0.1204599153406804, 'DECEPTION': 0.09443928745378051, 'NEGATIVITY': 0.06944903982218155}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,130,True,ADVERSITY,"{'SOCIALITY': 0.12499969904619992, 'DUTY': 0.07046069143936587, 'POSITIVITY': 0.050000270488748104, 'MATING': 0.006828325614402253, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.0499998996992985, 'DECEPTION': 0.050000270488748104, 'NEGATIVITY': -0.011355708807752421}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,131,True,MATING,"{'SOCIALITY': 0.2749993568629327, 'DUTY': -0.1249996990462001, 'POSITIVITY': 0.24999949849649242, 'MATING': 0.17499964894754477, 'ADVERSITY': 0.09999979939859698, 'INTELLECT': 0.17499958268695665, 'DECEPTION': 0.09999979939859698, 'NEGATIVITY': -0.09999979939859707}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,132,True,POSITIVITY,"{'SOCIALITY': 0.12976382710974363, 'DUTY': -0.04546074870987776, 'POSITIVITY': 0.16618575846043654, 'MATING': 0.13679388283670907, 'ADVERSITY': 0.025001197502020508, 'INTELLECT': 0.0750010329591391, 'DECEPTION': 0.025001197502020508, 'NEGATIVITY': -0.08381550441636279}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,133,True,NEGATIVITY,"{'SOCIALITY': -0.049999899699298515, 'DUTY': 0.12499974924824625, 'POSITIVITY': -0.07499984954894771, 'MATING': 3.5988168232043795e-18, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.02499993865993912, 'DECEPTION': 0.1499996990978955, 'NEGATIVITY': 0.1499996990978955}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,134,True,DECEPTION,"{'SOCIALITY': 0.04999989969929851, 'DUTY': 0.19999959879719395, 'POSITIVITY': -0.12499974924824621, 'MATING': 0.09999979939859698, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.07499981770380812, 'DECEPTION': 0.1499996990978955, 'NEGATIVITY': 0.17499964894754477}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,135,True,SOCIALITY,"{'SOCIALITY': 0.2000019784056026, 'DUTY': -0.07499984954894773, 'POSITIVITY': 0.14284921596547598, 'MATING': 0.04286638366770318, 'ADVERSITY': -2.0648068330381983e-17, 'INTELLECT': 0.10713599834100124, 'DECEPTION': -0.011355708807752421, 'NEGATIVITY': -0.07204832526720953}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,136,True,DUTY,"{'SOCIALITY': 0.0071543590505415, 'DUTY': 0.14999969909789568, 'POSITIVITY': -0.06324574994750645, 'MATING': 0.07046069143936587, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.011355708807752395, 'DECEPTION': 0.12206565801374043, 'NEGATIVITY': 0.14165992667029473}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,137,True,INTELLECT,"{'SOCIALITY': 0.024999949849649223, 'DUTY': 0.1499996990978955, 'POSITIVITY': -0.0750137044322429, 'MATING': -0.0295397432299071, 'ADVERSITY': 0.02499993865993912, 'INTELLECT': 0.07499981770380812, 'DECEPTION': 0.12499974924824622, 'NEGATIVITY': 0.0666665329323981}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,138,True,ADVERSITY,"{'SOCIALITY': 0.020460805980389667, 'DUTY': 0.02499993865993912, 'POSITIVITY': 0.07499981770380812, 'MATING': -0.025000549525592723, 'ADVERSITY': 0.07499981770380812, 'INTELLECT': 0.007134271843859845, 'DECEPTION': 0.050000270488748104, 'NEGATIVITY': -2.0648068330381983e-17}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,139,True,MATING,"{'SOCIALITY': 0.2295419545011432, 'DUTY': -0.016666633233099516, 'POSITIVITY': 0.16666633233099523, 'MATING': 0.26137798756412584, 'ADVERSITY': 0.0750010329591391, 'INTELLECT': 0.10000014286484556, 'DECEPTION': 0.06135652451518645, 'NEGATIVITY': -0.04284683038305239}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.4,GA,100,20,0,140,True,POSITIVITY,"{'SOCIALITY': 0.11945016162865643, 'DUTY': -0.05000161791621723, 'POSITIVITY': 0.16834146072874512, 'MATING': 0.13638025816615987, 'ADVERSITY': 0.0750010329591391, 'INTELLECT': 0.05999156519530491, 'DECEPTION': 0.05000161791621724, 'NEGATIVITY': -0.027938713807428045}",True,-0.0129304346261565,0.4332624688896594,0.5515258118915946,0.6711739636270134,0.5617705598547111,0.723379354211334,1.138585015319351,1.197890511559326,0.5152194655709164,1.2815382977558092,1.9781705424323142,3.214180979462686,7.41447699729743,53.47140251880321,59.7602832753325,60.3781737155668,16.47946111768453,79.554130084304,84.2941440210342,87.12771457079879,44.90150053957286,100.193830048368,100.193830048368,100.193830048368,0.014524863528396992,0.027621795757699963,0.3788816710073328,0.5228070010639512,0.40595412414919807,0.48130614060967014,0.5761250498736392,0.7004017227280269,0.27171029010256553,0.5126285786883533,0.7577548120901172,0.8474685477524506
