society,dataset_file,max_dataset_size,fuzzy_sets_file,ling_vars_file,rules_file_id,interpretability_index,min_nr_datapoints,min_certainty_threshold,genetic_algo,ga_nr_gen,pop_size,trial,STEP/DATAPOINT,use_correct_interpretation,ratio_correct_interpretation,consider_past_experience,contextualize,min_nr_adaptations_for_contextualizing,correct_interpretation,social_interpretation,certainty_interpretation,FSQ_position_qualifier_DIST_low_distance_a,FSQ_position_qualifier_DIST_low_distance_b,FSQ_position_qualifier_DIST_low_distance_c,FSQ_position_qualifier_DIST_low_distance_d,FSQ_position_qualifier_DIST_mid_distance_a,FSQ_position_qualifier_DIST_mid_distance_b,FSQ_position_qualifier_DIST_mid_distance_c,FSQ_position_qualifier_DIST_mid_distance_d,FSQ_position_qualifier_DIST_high_distance_a,FSQ_position_qualifier_DIST_high_distance_b,FSQ_position_qualifier_DIST_high_distance_c,FSQ_position_qualifier_DIST_high_distance_d,FSQ_position_qualifier_VOLUME_low_volume_a,FSQ_position_qualifier_VOLUME_low_volume_b,FSQ_position_qualifier_VOLUME_low_volume_c,FSQ_position_qualifier_VOLUME_low_volume_d,FSQ_position_qualifier_VOLUME_mid_volume_a,FSQ_position_qualifier_VOLUME_mid_volume_b,FSQ_position_qualifier_VOLUME_mid_volume_c,FSQ_position_qualifier_VOLUME_mid_volume_d,FSQ_position_qualifier_VOLUME_high_volume_a,FSQ_position_qualifier_VOLUME_high_volume_b,FSQ_position_qualifier_VOLUME_high_volume_c,FSQ_position_qualifier_VOLUME_high_volume_d,FSQ_position_qualifier_MOVEMENTS_low_mov_a,FSQ_position_qualifier_MOVEMENTS_low_mov_b,FSQ_position_qualifier_MOVEMENTS_low_mov_c,FSQ_position_qualifier_MOVEMENTS_low_mov_d,FSQ_position_qualifier_MOVEMENTS_mid_mov_a,FSQ_position_qualifier_MOVEMENTS_mid_mov_b,FSQ_position_qualifier_MOVEMENTS_mid_mov_c,FSQ_position_qualifier_MOVEMENTS_mid_mov_d,FSQ_position_qualifier_MOVEMENTS_high_mov_a,FSQ_position_qualifier_MOVEMENTS_high_mov_b,FSQ_position_qualifier_MOVEMENTS_high_mov_c,FSQ_position_qualifier_MOVEMENTS_high_mov_d
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1385,True,0.8,False,False,10,INTELLECT,INTELLECT,"{'POSITIVITY': 0.12499168166957182, 'ADVERSITY': -0.050000270488748125, 'INTELLECT': 0.5957955292176332, 'SOCIALITY': -0.024999949849649185, 'DUTY': -0.0750137044322429, 'MATING': -0.02499994984964927, 'NEGATIVITY': -0.038334605168378555, 'DECEPTION': -0.00713427184385985}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1386,True,0.8,False,False,10,ADVERSITY,ADVERSITY,"{'POSITIVITY': 0.09999999019142253, 'ADVERSITY': 0.5510547817730049, 'INTELLECT': -0.10000233772124419, 'SOCIALITY': 0.017101064474992787, 'DUTY': -0.07795521207463484, 'MATING': -2.0648068330381983e-17, 'NEGATIVITY': -0.00713427184385985, 'DECEPTION': 0.02500054952559271}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1387,True,0.8,False,False,10,MATING,MATING,"{'POSITIVITY': 0.16135816023582597, 'ADVERSITY': -0.025000549525592723, 'INTELLECT': -0.050000270488748125, 'SOCIALITY': 0.14284921596547598, 'DUTY': -0.11666643263169643, 'MATING': 0.49226492937723704, 'NEGATIVITY': -0.12500090295686422, 'DECEPTION': -0.025000549525592723}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1388,True,0.8,False,False,10,POSITIVITY,POSITIVITY,"{'POSITIVITY': 0.1983505316482347, 'ADVERSITY': -0.025000549525592723, 'INTELLECT': -0.020460805980389667, 'SOCIALITY': 0.1000022354163963, 'DUTY': -0.0883343526950428, 'MATING': 0.02499993865993912, 'NEGATIVITY': -0.1204599153406803, 'DECEPTION': -2.0648068330381983e-17}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1389,True,0.8,False,False,10,NEGATIVITY,NEGATIVITY,"{'POSITIVITY': -0.16135816023582594, 'ADVERSITY': -4.234783519826704e-18, 'INTELLECT': 0.13333306586479618, 'SOCIALITY': -0.1499996990978955, 'DUTY': 0.07046069143936587, 'MATING': -0.07499981770380817, 'NEGATIVITY': 0.17222482546147952, 'DECEPTION': 0.020460805980389667}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1390,True,0.8,False,False,10,DECEPTION,DECEPTION,"{'POSITIVITY': -0.027276051633232015, 'ADVERSITY': -4.234783519826704e-18, 'INTELLECT': 0.06325759775434331, 'SOCIALITY': -0.05001572833422967, 'DUTY': 0.016677117000482116, 'MATING': -0.08890375552291178, 'NEGATIVITY': 0.05001572833422969, 'DECEPTION': 0.19775078782702382}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1391,True,0.8,False,False,10,SOCIALITY,SOCIALITY,"{'POSITIVITY': 0.050000105667012906, 'ADVERSITY': -0.025000549525592723, 'INTELLECT': -0.10000223541639625, 'SOCIALITY': 0.1000022354163963, 'DUTY': -0.09001241950766874, 'MATING': 0.2055802918911679, 'NEGATIVITY': -0.059991565195304915, 'DECEPTION': -0.025000549525592723}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1392,True,0.8,False,False,10,DUTY,DUTY,"{'POSITIVITY': -4.234783519826704e-18, 'ADVERSITY': -4.234783519826704e-18, 'INTELLECT': -0.04286638366770317, 'SOCIALITY': -0.06666653293239795, 'DUTY': 0.17859784257667596, 'MATING': 0.007134271843859845, 'NEGATIVITY': 0.024999949849649223, 'DECEPTION': 0.020460805980389667}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1393,True,0.8,False,False,10,INTELLECT,INTELLECT,"{'POSITIVITY': -0.055016387530256256, 'ADVERSITY': -0.025000549525592723, 'INTELLECT': 0.48999901705312526, 'SOCIALITY': -0.05165633583603379, 'DUTY': 0.11666643263169661, 'MATING': -0.08333316616549744, 'NEGATIVITY': 0.03832224541524757, 'DECEPTION': 0.007134271843859845}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1394,True,0.8,False,False,10,ADVERSITY,ADVERSITY,"{'POSITIVITY': 0.0900124195076687, 'ADVERSITY': 0.5510547817730049, 'INTELLECT': -0.07500317124613369, 'SOCIALITY': 0.025000321029642978, 'DUTY': -0.05001433269310181, 'MATING': -1.3623114842516109e-17, 'NEGATIVITY': -0.033814461935806714, 'DECEPTION': 0.02500054952559271}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1395,True,0.8,False,False,10,MATING,MATING,"{'POSITIVITY': 0.06848928540312645, 'ADVERSITY': -0.025000549525592723, 'INTELLECT': -0.0750010329591391, 'SOCIALITY': 0.10000556125043981, 'DUTY': -0.09001241950766874, 'MATING': 0.5539962028093498, 'NEGATIVITY': -0.07204832526720953, 'DECEPTION': -0.025000549525592723}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1396,True,0.8,False,False,10,POSITIVITY,POSITIVITY,"{'POSITIVITY': 0.20359137733377983, 'ADVERSITY': -0.025000549525592723, 'INTELLECT': -0.09286605721026782, 'SOCIALITY': 0.11618704694960214, 'DUTY': -0.07795521207463484, 'MATING': 0.12144331899907058, 'NEGATIVITY': -0.10000223541639625, 'DECEPTION': -0.050000270488748125}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1397,True,0.8,False,False,10,NEGATIVITY,NEGATIVITY,"{'POSITIVITY': -0.12499974924824611, 'ADVERSITY': 0.06666653293239806, 'INTELLECT': 0.0616815308173333, 'SOCIALITY': -0.10499269751917878, 'DUTY': 0.14835064239145343, 'MATING': -0.106829290407268, 'NEGATIVITY': 0.5731929126400646, 'DECEPTION': 0.07499981770380812}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1398,True,0.8,False,False,10,DECEPTION,DECEPTION,"{'POSITIVITY': 0.012499974924824643, 'ADVERSITY': 0.056829404948291896, 'INTELLECT': 0.04445187776145587, 'SOCIALITY': -0.07144397277950527, 'DUTY': 0.04445187776145589, 'MATING': -0.07144397277950527, 'NEGATIVITY': 0.0750137044322431, 'DECEPTION': 0.5539962028093498}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1399,True,0.8,False,False,10,SOCIALITY,SOCIALITY,"{'POSITIVITY': 0.06414320525421562, 'ADVERSITY': -4.234783519826704e-18, 'INTELLECT': -0.05000161791621723, 'SOCIALITY': 0.46533346281946486, 'DUTY': -0.06414320525421568, 'MATING': 0.08972294622704963, 'NEGATIVITY': -0.033814461935806714, 'DECEPTION': -4.234783519826704e-18}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1400,True,0.8,False,False,10,DUTY,DUTY,"{'POSITIVITY': -0.14999969909789543, 'ADVERSITY': -4.234783519826704e-18, 'INTELLECT': 0.053953593264834364, 'SOCIALITY': -0.09500987312352252, 'DUTY': 0.5316130562115924, 'MATING': -0.05001433269310181, 'NEGATIVITY': 0.10000422656756175, 'DECEPTION': 0.02500054952559271}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1401,True,0.8,False,False,10,INTELLECT,INTELLECT,"{'POSITIVITY': -0.06900793423787466, 'ADVERSITY': -4.234783519826704e-18, 'INTELLECT': 0.526866496681056, 'SOCIALITY': -0.10000422656756176, 'DUTY': 0.06667157586210133, 'MATING': -0.07795521207463484, 'NEGATIVITY': 0.10000422656756175, 'DECEPTION': 0.02500054952559271}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1402,True,0.8,False,False,10,ADVERSITY,ADVERSITY,"{'POSITIVITY': 0.07795521207463482, 'ADVERSITY': 0.5230292885877514, 'INTELLECT': -0.050000270488748125, 'SOCIALITY': 0.10715468810466926, 'DUTY': -0.10715468810466922, 'MATING': -4.234783519826704e-18, 'NEGATIVITY': -0.0750010329591391, 'DECEPTION': -4.234783519826704e-18}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1403,True,0.8,False,False,10,MATING,MATING,"{'POSITIVITY': 0.06848928540312645, 'ADVERSITY': -0.025000549525592723, 'INTELLECT': -0.10000233772124419, 'SOCIALITY': 0.07206525470495594, 'DUTY': -0.09001241950766874, 'MATING': 0.5539962028093498, 'NEGATIVITY': -0.059991565195304915, 'DECEPTION': -0.025000549525592723}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1404,True,0.8,False,False,10,POSITIVITY,POSITIVITY,"{'POSITIVITY': 0.12206565801374043, 'ADVERSITY': -0.025000549525592723, 'INTELLECT': -0.10000223541639625, 'SOCIALITY': 0.4250404733667593, 'DUTY': -0.07144397277950527, 'MATING': 0.050000270488748104, 'NEGATIVITY': -0.10000233772124419, 'DECEPTION': -0.050000270488748125}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,40,0.0,GA,100,20,0,1405,True,0.8,False,False,10,NEGATIVITY,NEGATIVITY,"{'POSITIVITY': -0.06666653293239795, 'ADVERSITY': 3.5988168232043795e-18, 'INTELLECT': 0.011355708807752395, 'SOCIALITY': -0.08333316616549745, 'DUTY': 0.03864510546434081, 'MATING': -0.07046069143936586, 'NEGATIVITY': 0.23333286526339328, 'DECEPTION': 0.07499981770380812}",0.137426222929319,0.5146134421542526,0.6871102639996984,2.3346249028185935,0.137426222929319,0.8841427265288728,1.2291363702197646,4.53182358270787,2.3346249028185935,2.70798315461837,2.8804799764638163,4.53182358270787,10.0690084726479,34.78024604187003,35.99735120355108,58.228441444533466,10.0690084726479,59.491483611092136,61.92569393445422,106.387874416419,58.228441444533466,76.79761529920458,78.0122833538921,106.387874416419,-0.233836340907134,0.0924614320204962,0.0924614320204962,0.35640759943295397,-0.233836340907134,0.4187592049481266,0.4187592049481266,0.946651539773042,0.35640759943295397,0.641327056984414,0.641327056984414,0.946651539773042
